original_material_code,cpse,source_system,original_description,material_type,material_group,commodity_class,material,material_grade,standard,nominal_size,size_unit,pressure_class,pressure_unit,schedule,thickness,thickness_unit,voltage,voltage_unit,temperature_rating,temperature_unit,thread_type,face_type,connection_type,outer_diameter,outer_diameter_unit,cross_section,cross_section_unit,cores,length,length_unit,weight,weight_unit,manufacturer,manufacturer_part_number,canonical_uom,criticality,source_type,source_record_id,source_file,source_row,ingestion_timestamp,processing_version
,,iocl.com,Business Analytics Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000097,cpse_material_corpus.csv,96,2026-09-19T00:42:48.205395,1.0
,,iocl.com,C-S Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000098,cpse_material_corpus.csv,97,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CAB catalyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000099,cpse_material_corpus.csv,98,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CAB-2 catalyst (Blend of vanadium oxytrichloride & titanium tetrachloride 50/50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000100,cpse_material_corpus.csv,99,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CCTV spares / modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000101,cpse_material_corpus.csv,100,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CENTRIFUGAL COMPRESSOR SPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000102,cpse_material_corpus.csv,101,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CHNS Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000103,cpse_material_corpus.csv,102,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CLARIANT OleMax 101 (8mm Spheres),,,,,,,8MM,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000104,cpse_material_corpus.csv,103,2026-09-19T00:42:48.205395,1.0
,,iocl.com,CLO Filter package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Package,,REAL_PUBLIC_SOURCE,M000105,cpse_material_corpus.csv,104,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Cables (Control / Power) in RMs,,,Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000106,cpse_material_corpus.csv,105,2026-09-19T00:42:48.205395,1.0
